Nº chamada,Nº REDS,Data/hora de criação,Local do fato,Latitude  do local,Longitude do local,Natureza,Unidade Responsável,Recursos empenhados,Alerta,Destaque,Envolve autoridade,Tipo de classificação,Situação,Data/hora da situação atual,Evento associado
2024-33278930-7,(BM) 2024-019083083-001,26/04/2024 12:18:10,"AVENIDA JOSE JORGE AKEL, Nº S/N - ARAXA",-19.5790066,-46.921943,V02412 - VITIMA DE COLISAO ENTRE CAMINHAO / CARRETA X MOTOCICLETA (C) (Prioridade: 1 - Alta),8BBM/2CIA/1PEL(ARAXA),UR04351,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,26/04/2024 16:58:11,Não
2024-33676195-4,(BM) 2024-023044550-001,20/05/2024 18:48:06,AVENIDA LUCAS BORGES / RUA CARMELITA CASTRO CUNHA  - UBERABA,0.0,0.0,V02408 - VITIMA DE COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,UR05564,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,20/05/2024 22:25:34,Não
2024-33713997-9,(BM) 2024-023453165-001,23/05/2024 07:57:34,"AVENIDA FILOMENA CARTAFINA, Nº 900 - UBERABA",0.0,0.0,O02027 - INCENDIO VEIC. AUTOMOTOR (EXCETO TANQUE/ONIBUS/MICRO-ONIBUS) (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,ABT01071,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,23/05/2024 14:36:38,Não
2024-33741391-3,(BM) 2024-023751804-001,24/05/2024 21:48:11,"RUA ALICE PEREIRA OLIVEIRA, Nº 141 - UBERABA",0.0,0.0,V03005 - VITIMA DE AGRESSAO FISICA SEM USO DE ARMA (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,UR05564,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,25/05/2024 00:44:34,Não
2024-33964729-1,(BM) 2024-025984870-001,08/06/2024 21:43:05,RUA DOIS - AMOROSO COSTA - UBERABA,0.0,0.0,O02027 - INCENDIO VEIC. AUTOMOTOR (EXCETO TANQUE/ONIBUS/MICRO-ONIBUS) (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,VOB02375 / ASL00071,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,09/06/2024 06:45:07,Não
2024-34048031-3,(BM) 2024-026855631-002,14/06/2024 10:44:28,"RODOVIA LMG 805, Nº S/N - UBERABA",0.0,0.0,S05299 - OUTROS TIPOS DE CAPOTAMENTO / TOMBAMENTO NO TRANSITO   (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,VOB05504 / UR05601,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,14/06/2024 15:00:14,Não
2024-34504460-9,(BM) 2024-031484116-001,13/07/2024 16:36:52,"AVENIDA DOUTOR  JOAO FONSECA PERFEITO, Nº S/N - MARAJO II - UBERABA",-19.7562861,-48.0146577,V02202 - VITIMA DE CHOQUE DE MOTOCICLETA (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,UR05924,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,13/07/2024 21:51:49,Não
2024-34562620-0,(BM) 2024-032069815-001,17/07/2024 14:24:07,"AVENIDA LEOPOLDINO DE OLIVEIRA, Nº S/N - CENTRO A - UBERABA",-19.7468138,-47.9355693,V03019 - VITIMA DE QUEDA DE ALTURA (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,UR05603,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,17/07/2024 16:33:50,Não
2024-34647413-8,(BM) 2024-032916630-001,23/07/2024 06:42:31,"RUA PM LUCIMEIRE APARECIDA INACIO DE GODOY, Nº 224 - ILHA BELLA - UBERABA",-19.7413139,-47.9989634,V02402 - VITIMA DE COLISAO ENTRE MOTOCICLETAS (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,UR05603,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,23/07/2024 08:08:13,Não
2024-34683400-0,(BM) 2024-033313243-001,25/07/2024 16:14:19,"AVENIDA RAMID MAUAD, Nº 756 - MORUMBI - UBERABA",-19.7621194,-47.9891856,V02408 - VITIMA DE COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,UR05603,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,25/07/2024 21:41:02,Não
2024-35129220-4,Desconhecido,22/08/2024 19:07:59,RODOVIA REGIAO DA JARDINESIA - PRATA,0.0,0.0,O04013 - INCENDIO EM PASTO (C) (Prioridade: 2 - Média),5BBM/COBOM CIAD/COORDENADOR,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,22/08/2024 19:07:59,Não
2024-35140178-3,(BM) 2024-037904986-001,23/08/2024 13:08:56,"AVENIDA FILOMENA CARTAFINA, Nº 12000 - UBERABA",0.0,0.0,O02025 - INCENDIO EM CAMINHAO TANQUE (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,VOB02375,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,23/08/2024 14:59:39,Não
2024-35377379-7,(BM) 2024-040259543-001,07/09/2024 07:22:30,"RUA JOSE ALEIXO SOBRINHO, Nº 135 - UBERABA",0.0,0.0,V01013 - VITIMA DE EMERGENCIAS PSIQUIATRICAS (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,UR02107 / ABT01068,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,07/09/2024 11:48:20,Não
2024-35643726-0,(BM) 2024-042870310-001,23/09/2024 18:22:11,"AVENIDA JULIO CARNEIRO, Nº 648 - MARIA JOSE DE PAULA - JOAO PINHEIRO",-17.7478563,-46.1754399,O02027 - INCENDIO VEIC. AUTOMOTOR (EXCETO TANQUE/ONIBUS/MICRO-ONIBUS) (C) (Prioridade: 1 - Alta),12BBM/2CIA/3PEL(JOAO PINHEIRO),ABT00791,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,23/09/2024 22:10:58,Não
2024-35643763-6,Desconhecido,23/09/2024 18:23:21,"AVENIDA JULIO CARNEIRO, Nº 462 - MARIA JOSE DE PAULA - JOAO PINHEIRO",-17.7476863,-46.1755506,O02027 - INCENDIO VEIC. AUTOMOTOR (EXCETO TANQUE/ONIBUS/MICRO-ONIBUS) (C) (Prioridade: 1 - Alta),12BBM/2CIA/3PEL(JOAO PINHEIRO),Desconhecido,Não,Não,Não,DUPLICADA,Classificada,23/09/2024 18:41:14,Não
2024-35943925-8,(BM) 2024-045876482-001,11/10/2024 20:52:34,"RUA JOSÉ REYNALDO BORGES BENTO, Nº 171 - MARACANÃ - UBERABA",0.0,0.0,S06011 - CORTE DE ARVORE CAIDA SOBRE VEICULO (C) (Prioridade: 2 - Média),8BBM/1CIA/1PEL,VOB02375,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,12/10/2024 06:31:22,Não
2024-36257958-2,(BM) 2024-049055011-001,01/11/2024 06:28:57,"PRACA VICENTINO RODRIGUES CUNHA, Nº 110 - JARDIM SAO BENEDITO - UBERABA",-19.7691649,-47.9450259,V02408 - VITIMA DE COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,UR05601,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,01/11/2024 08:24:14,Não
2024-36296715-0,(BM) 2024-049437660-001,03/11/2024 15:09:32,RODOVIA MGC733 - FRUTAL,0.0,0.0,V02502 - VITIMA DE QUEDA (MOTOCICLISTA) (C) (Prioridade: 1 - Alta),8BBM/1CIA/7PEL(FRUTAL),UR02091,Não,Não,Não,ATENDIDA PELO SAMU,Classificada,03/11/2024 15:50:40,Não
2024-36605497-8,Desconhecido,23/11/2024 01:44:11,"RUA JOSE MAURO BERNARDO, Nº 34 - UBERABA",0.0,0.0,S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média),8BBM (UBERABA),Desconhecido,Não,Não,Não,DISPENSADA PELO SOLICITANTE,Classificada,23/11/2024 09:08:42,Não
2024-36696226-3,Desconhecido,29/11/2024 07:00:12,"RUA RIO PARACATU, Nº 282 - MANSOUR - UBERLANDIA",-18.9335084,-48.3404782,V01024 - VITIMA DE SUICIDIO (TENTATIVA) - APH CLINICO (C) (Prioridade: 1 - Alta),5BBM/1CIA/6PEL/OESTE,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,29/11/2024 07:00:12,Não
2024-36767069-0,(BM) 2024-054161803-001,03/12/2024 17:23:14,"RUA OITENTA E TRES, Nº 225 - UBERABA",0.0,0.0,V02402 - VITIMA DE COLISAO ENTRE MOTOCICLETAS (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,UR05924,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,03/12/2024 22:42:18,Não
2024-36799394-1,(BM) 2024-054519234-001,05/12/2024 18:37:33,"AVENIDA AMAZONAS, Nº 2989 - SÃO DOMINGOS - ARAXA",-19.5634017,-46.964523,V02408 - VITIMA DE COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta),8BBM/2CIA/1PEL(ARAXA),UR04351,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,05/12/2024 20:39:42,Não
2024-36870418-3,(BM) 2024-055193546-001,10/12/2024 02:09:35,"AVENIDA PARÁ, Nº 610 - ARAXA",0.0,0.0,V01013 - VITIMA DE EMERGENCIAS PSIQUIATRICAS (C) (Prioridade: 1 - Alta),8BBM/2CIA/1PEL(ARAXA),UR05484,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,10/12/2024 06:06:06,Não
2024-36920545-6,(BM) 2024-055731674-001,13/12/2024 11:13:24,RODOVIA LMG-798 - UBERABA,0.0,0.0,V02502 - VITIMA DE QUEDA (MOTOCICLISTA) (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,UR05924,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,13/12/2024 14:10:47,Não
2024-37028924-0,(BM) 2024-056817690-001,20/12/2024 12:45:18,"RUA MARICA KODAMA, Nº 163 - CENTRO - DELTA",-19.9784359,-47.7713597,R05002 - MONITORAMENTO (C) (Prioridade: 2 - Média),1COB (BELO HORIZONTE),BM1429851 / BM1429851,Sim,Não,Não,Desconhecido,Terminada,20/12/2024 16:40:54,Não
2024-37088357-0,(BM) 2024-057367520-001,24/12/2024 08:30:54,"RODOVIA LMG 798, Nº S/N - ZONA RURAL LESTE UBERABA - UBERABA",-19.6864805,-47.8662422,V02409 - VITIMA DE COLISAO ENTRE AUTOMOVEL X CAMINHAO / CARRETA (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,UR02107,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,24/12/2024 14:28:49,Não
2024-37120122-2,(BM) 2024-057623020-001,26/12/2024 08:34:19,"AVENIDA JOSE JORGE AKEL, Nº 2175 - ARAXA",0.0,0.0,V02499 - OUTROS TIPOS DE VITIMAS DE COLISAO NO TRANSITO   (C) (Prioridade: 1 - Alta),8BBM/2CIA/1PEL(ARAXA),UR05484,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,26/12/2024 14:06:37,Não
2024-37184512-7,(BM) 2024-058259628-001,30/12/2024 17:53:13,"RUA QUINZE DE NOVEMBRO, Nº 103 - PRINCESA ISABEL - FRUTAL",-20.0304916,-48.9409175,V02502 - VITIMA DE QUEDA (MOTOCICLISTA) (C) (Prioridade: 1 - Alta),8BBM/1CIA/7PEL(FRUTAL),UR10789,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,30/12/2024 18:26:32,Não
2025-37251725-0,(BM) 2025-000466413-001,04/01/2025 16:14:53,"RUA OLEGARIO PADUA DE QUEIROZ, Nº 1178 - ITURAMA",0.0,0.0,V03003 - VITIMA DE AGRESSAO FISICA COM ARMA BRANCA (C) (Prioridade: 1 - Alta),8BBM/1CIA/8PEL(ITURAMA),UR05520,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,04/01/2025 17:04:51,Não
2025-37375851-6,(BM) 2025-001694542-001,12/01/2025 11:23:15,"RUA FELICIO DA ROCHA, Nº 143 - ARAXA",0.0,0.0,V01013 - VITIMA DE EMERGENCIAS PSIQUIATRICAS (C) (Prioridade: 1 - Alta),8BBM/2CIA/1PEL(ARAXA),UR05484,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,12/01/2025 17:20:02,Não
2025-37452507-9,(BM) 2025-002524952-001,17/01/2025 11:11:42,"RUA JOAO GANGA, Nº S/N - ITURAMA",0.0,0.0,V02408 - VITIMA DE COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta),8BBM/1CIA/8PEL(ITURAMA),UR05520,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,17/01/2025 15:22:14,Não
2025-37475638-6,(BM) 2025-002745700-001,18/01/2025 18:32:31,"RUA COPAÍBA, Nº 55 - ARAXA",0.0,0.0,V02415 - VITIMA DE COLISAO ENTRE ONIBUS / MICRO-ONIBUS X MOTOCICLETA (C) (Prioridade: 1 - Alta),8BBM/2CIA/1PEL(ARAXA),UR04351,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,18/01/2025 19:47:03,Não
2025-37533145-0,(BM) 2025-003294253-001,22/01/2025 08:24:33,"RODOVIA BR 040, Nº S/N - PARACATU",-17.2157222,-46.8672242,V02412 - VITIMA DE COLISAO ENTRE CAMINHAO / CARRETA X MOTOCICLETA (C) (Prioridade: 1 - Alta),12BBM/2CIA/2PEL(PARACATU),UR02089,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,23/01/2025 00:16:10,Não
2025-37653238-9,(BM) 2025-004510170-001,29/01/2025 18:08:55,"RUA MAJOR EUSTAQUIO, Nº 607 - CENTRO B - UBERABA",-19.7519939,-47.9393473,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),8BBM/3CIA PREVENCAO VISTORIA/CMT/SUBCMT,APV02207,Não,Não,Não,Desconhecido,Terminada,29/01/2025 18:10:35,Não
2025-37692476-7,Desconhecido,01/02/2025 04:38:51,"RODOVIA BR 262, Km 667 - ARAXA",0.0,0.0,S05203 - CAPOTAMENTO DE ONIBUS / MICRO-ONIBUS (C) (Prioridade: 1 - Alta),8BBM/2CIA/1PEL(ARAXA),ABT01068 / ASL05496,Sim,Não,Não,DUPLICADA,Classificada,01/02/2025 06:21:26,Não
2025-37722180-3,(BM) 2025-005177815-001,03/02/2025 03:27:33,"RUA TEODORO GONCALVES, Nº 1348 - SAO CRISTOVAO - PATROCINIO",-18.9422347,-47.0031709,S02003 - AFOGAMENTO EM LAGO / LAGOA / REPRESA (C) (Prioridade: 1 - Alta),12BBM/2CIA/1PEL(UNAI),ASL02159,Não,Não,Não,Desconhecido,Em controle,03/02/2025 03:28:58,Não
2025-37754706-8,(BM) 2025-005529446-001,05/02/2025 06:17:28,"LUGAREJO BRU0174 - CORREGO DO FEIJAO, Nº S/N - BRUMADINHO",-20.1357485,-44.1091274,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 3 - Baixa),12BBM/1CIA/1PEL,BM1843283,Não,Não,Não,Desconhecido,Em controle,05/02/2025 06:56:17,Não
2025-37755377-3,(BM) 2025-005539623-001,05/02/2025 08:06:24,"LUGAREJO BRU0174 - CORREGO DO FEIJAO, Nº S/N - BRUMADINHO",-20.1357485,-44.1091274,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),12BBM/2CIA/1PEL(UNAI),BM1843630,Não,Não,Não,Desconhecido,À caminho,06/02/2025 15:22:47,Não
2025-37770694-1,(BM) 2025-005702199-001,06/02/2025 06:13:50,"AVENIDA ARGENTINA, Nº 770 - SETOR RURAL LESTE - LIMEIRA DO OESTE",-19.5503185,-50.5741466,Q03006 - TREINAMENTO DE FORMACAO DE BRIGADAS (C) (Prioridade: 2 - Média),8BBM/1CIA/8PEL(ITURAMA),ABT00466,Não,Não,Não,Desconhecido,No local,06/02/2025 06:17:36,Não
2025-37771052-0,(BM) 2025-005705411-001,06/02/2025 07:24:23,"RODOVIA PTC5248 - BR-462, Nº S/N - PATROCINIO",-19.1005837,-47.134165,S02003 - AFOGAMENTO EM LAGO / LAGOA / REPRESA (C) (Prioridade: 1 - Alta),12BBM/3CIA/1PEL(PATROCINIO),ASL02189,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:19:38,Não
2025-37771224-3,(BM) 2025-005711105-001,06/02/2025 07:47:26,"RUA TREZE DE MAIO, Nº 74 - CENTRO A - UBERABA",-19.7448702,-47.9366443,X05003 - COORDENADOR DAS ATIVIDADES DE BOMBEIROS MILITAR DA UNIDADE (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,VOB02375 / UR05924 / UR02107 / VOB05504 / ASL06070 / ASL02170,Não,Não,Não,Desconhecido,Em controle,06/02/2025 07:55:28,Não
2025-37771376-1,(BM) 2025-005708547-001,06/02/2025 08:03:51,"AVENIDA PROFESSOR ARISTIDES MEMORIA, Nº 319 - CIDADE NOVA - PATOS DE MINAS",-18.6127097,-46.5156523,X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa),12BBM/1CIA/1PEL,ACA06778,Não,Não,Não,Desconhecido,Em controle,06/02/2025 09:35:24,Não
2025-37771508-0,(BM) 2025-005713054-001,06/02/2025 08:13:54,"RUA PADRE BARONI, Nº 133 - MAMOEIRO - UNAI",-16.2964534,-46.9046783,V01003 - VITIMA COM CRISE CONVULSIVA (C) (Prioridade: 1 - Alta),12BBM/2CIA/1PEL(UNAI),UR02085,Não,Não,Não,Desconhecido,Terminada,06/02/2025 09:46:11,Não
2025-37771577-3,(BM) 2025-005712846-001,06/02/2025 08:21:22,"RUA SANTA CLARA, Nº S/N - CRUZEIRO - UNAI",-16.3635489,-46.8954642,X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa),12BBM/2CIA/1PEL(UNAI),BM1363530,Não,Não,Não,Desconhecido,À caminho,06/02/2025 15:22:57,Não
2025-37771578-6,(BM) 2025-005710546-001,06/02/2025 08:21:52,"AVENIDA OLIMPIO MARTINS DE ARAUJO, Nº 1456 - ESPLANADA - JOAO PINHEIRO",-17.7428016,-46.182626,X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa),12BBM/2CIA/3PEL(JOAO PINHEIRO),BM1429232,Não,Não,Não,Desconhecido,Em controle,06/02/2025 08:25:24,Não
2025-37771953-3,(BM) 2025-005751752-001,06/02/2025 08:50:57,"AVENIDA BRENO PRATA DECINA, Nº 347 - BEIJA FLOR II - UBERABA",-19.7510857,-47.9930289,P02002 - VISTORIA EM RISCO DE QUEDA DE ARVORE (C) (Prioridade: 2 - Média),8BBM/1CIA/1PEL,VOB05504,Não,Não,Não,Desconhecido,Terminada,06/02/2025 17:58:46,Não
2025-37772069-8,(BM) 2025-005716296-001,06/02/2025 09:02:43,"RUA CORNELIA ALVES BICALHO, Nº S/N - CENTRO - CAMPOS ALTOS",-19.6975322,-46.1717735,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),8BBM/2CIA/PA BM(CAMPOS ALTOS),ASL06137,Não,Não,Não,Desconhecido,Terminada,06/02/2025 10:58:53,Não
2025-37772095-8,(BM) 2025-005716283-001,06/02/2025 09:04:08,"PRACA DO SANTANA, Nº 247 - SANTANA - PARACATU",-17.2275185,-46.8737043,V01006 - VITIMA COM DIFICULDADE DE LOCOMOCAO (C) (Prioridade: 3 - Baixa),12BBM/2CIA/2PEL(PARACATU),ASL06130,Não,Não,Não,Desconhecido,Terminada,06/02/2025 09:46:44,Não
2025-37772513-6,(BM) 2025-005722055-001,06/02/2025 09:38:15,"RUA DOUTOR SERGIO ULHOA, Nº 40 - CENTRO - PARACATU",-17.2228771,-46.8739999,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),12BBM/2CIA/2PEL(PARACATU),ASL06130,Não,Não,Não,Desconhecido,Terminada,06/02/2025 13:40:13,Não
2025-37772767-4,(BM) 2025-005751778-001,06/02/2025 09:59:16,"RUA LUIZ SOARES, Nº 140 - FABRICIO - UBERABA",-19.7397531,-47.9350288,P02002 - VISTORIA EM RISCO DE QUEDA DE ARVORE (C) (Prioridade: 2 - Média),8BBM/1CIA/1PEL,VOB05504,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:35:31,Não
2025-37773141-9,(BM) 2025-005728591-001,06/02/2025 10:29:20,"VIA RENATO MARIO AVELAR DE AZEVEDO, Nº S/N - CYNTHIA - TUPACIGUARA",-18.6103555,-48.6840821,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),5BBM/2CIA/PA BM(TUPACIGUARA),TPO00404,Não,Não,Não,Desconhecido,Terminada,06/02/2025 14:13:13,Não
2025-37773963-8,(BM) 2025-005740856-001,06/02/2025 11:38:58,"AVENIDA GOVERNADOR VALADARES, Nº 641 - CENTRO - UNAI",-16.3585887,-46.904168,V01023 - VITIMA DE SINCOPE (DESMAIO)/VERTIGEM (C) (Prioridade: 2 - Média),12BBM/2CIA/1PEL(UNAI),UR02085,Não,Não,Não,Desconhecido,Terminada,06/02/2025 13:56:47,Não
2025-37773976-0,(BM) 2025-005839256-001,06/02/2025 11:39:37,"RUA ANALIA FERREIRA, Nº 60 - LAGOINHA - UBERLANDIA",-18.9287093,-48.2605843,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),5BBM (UBERLANDIA),CONTROLE / ASM9135-20,Não,Não,Não,Desconhecido,Terminada,06/02/2025 22:16:07,Não
2025-37774848-5,(BM) 2025-005756586-001,06/02/2025 13:16:52,"RUA JOAQUIM DELFINO, Nº 1162 - BAIANO CIRINO - ITURAMA",-19.729474,-50.1801777,V01010 - VITIMA COM DOR TORACICA/SUSPEITA DE INFARTO (IAM) (C) (Prioridade: 1 - Alta),8BBM/1CIA/8PEL(ITURAMA),UR05520,Não,Não,Não,Desconhecido,Terminada,06/02/2025 14:03:12,Não
2025-37774885-1,(BM) 2025-005749885-001,06/02/2025 13:18:49,"AVENIDA ALEXANDRITA, Nº 1314 - BOA VISTA - ITURAMA",-19.7271185,-50.1931373,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),8BBM/1CIA/8PEL(ITURAMA),APF01353,Não,Não,Não,Desconhecido,Terminada,06/02/2025 15:39:31,Não
2025-37775332-8,(BM) 2025-005754483-001,06/02/2025 13:49:05,"LOTEAMENTO PCT1237 - OLHOS DAGUA, Nº S/N - PARACATU",-17.0614309,-46.9553681,P02002 - VISTORIA EM RISCO DE QUEDA DE ARVORE (C) (Prioridade: 3 - Baixa),12BBM/2CIA/2PEL(PARACATU),ASL06130,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:44:45,Não
2025-37775708-1,(BM) 2025-005759038-001,06/02/2025 14:13:49,"RODOVIA MGC 452, Km 58 - TUPACIGUARA",-18.6071621,-48.7175818,P02007 - VISTORIA EM RISCO DE INUNDACAO/ALAGAMENTO/ENXURRADA (C) (Prioridade: 2 - Média),5BBM/2CIA/PA BM(TUPACIGUARA),UR05592,Não,Não,Não,Desconhecido,Terminada,06/02/2025 15:00:01,Não
2025-37775762-7,(BM) 2025-005759339-001,06/02/2025 14:16:12,"RUA BUENO BRANDAO, Nº 235 - PAINEIRAS - TUPACIGUARA",-18.5983368,-48.6966798,P02007 - VISTORIA EM RISCO DE INUNDACAO/ALAGAMENTO/ENXURRADA (C) (Prioridade: 2 - Média),5BBM/2CIA/PA BM(TUPACIGUARA),UR05592,Não,Não,Não,Desconhecido,Terminada,06/02/2025 15:00:06,Não
2025-37775765-5,(BM) 2025-005759508-001,06/02/2025 14:17:14,"AVENIDA BRASIL, Nº S/N - BRASIL - TUPACIGUARA",-18.5947258,-48.6974958,P02007 - VISTORIA EM RISCO DE INUNDACAO/ALAGAMENTO/ENXURRADA (C) (Prioridade: 2 - Média),5BBM/2CIA/PA BM(TUPACIGUARA),UR05592,Não,Não,Não,Desconhecido,Terminada,06/02/2025 14:59:56,Não
2025-37776521-6,(BM) 2025-005775410-001,06/02/2025 14:54:37,"RUA FREI MARTIN BENETT, Nº 957 - RESIDENCIAL DOUTOR ABEL REIS - UBERABA",-19.7381709,-47.9179409,S06008 - CORTE DE ARVORE CAIDA EM VIA PUBLICA (C) (Prioridade: 2 - Média),8BBM/1CIA/1PEL,ASL02170,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:29:17,Não
2025-37777112-2,(BM) 2025-005776702-001,06/02/2025 15:21:09,"RUA TREZE DE MAIO, Nº 74 - CENTRO A - UBERABA",-19.7448702,-47.9366443,S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média),8BBM/1CIA/1PEL,VOB05504,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:01:10,Não
2025-37777308-4,(BM) 2025-005779721-001,06/02/2025 15:33:19,"RUA GETULIO RODRIGUES CUNHA, Nº 293 - CONJUNTO SILVERIO CARTAFINA - UBERABA",-19.76934,-47.9081796,V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta),8BBM/1CIA/1PEL,UR05924,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:35:26,Não
2025-37777445-5,(BM) 2025-005781079-001,06/02/2025 15:39:00,"RUA JOSE DE ALENCAR, Nº 352 - UBERABA",0.0,0.0,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),8BBM/3CIA PREVENCAO VISTORIA/CMT/SUBCMT,APF01343,Não,Não,Não,Desconhecido,Terminada,06/02/2025 17:19:06,Não
2025-37777821-5,(BM) 2025-005785785-001,06/02/2025 15:58:01,"RUA SANTA CLARA, Nº S/N - CRUZEIRO - UNAI",-16.3635489,-46.8954642,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),12BBM/2CIA/1PEL(UNAI),TPO01393,Não,Não,Não,Desconhecido,À caminho,06/02/2025 15:58:25,Não
2025-37778652-5,(BM) 2025-005796506-001,06/02/2025 16:43:20,"RUA PAPA PAULO VI, Nº 278 - JARDIM AMERICA - ITURAMA",-19.7196857,-50.198766,V03018 - VITIMA DE QUEDA DA PROPRIA ALTURA (C) (Prioridade: 1 - Alta),8BBM/1CIA/8PEL(ITURAMA),UR05520,Não,Não,Não,Desconhecido,Terminada,06/02/2025 17:55:09,Não
2025-37778967-6,(BM) 2025-005799488-001,06/02/2025 17:02:38,"AVENIDA BANDEIRANTES, Nº 257 - PARQUE SAO GERALDO - UBERABA",-19.7733886,-47.9218382,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),8BBM/1CIA/1PEL,VOB02375,Não,Não,Não,Desconhecido,Terminada,06/02/2025 18:11:57,Não
2025-37779179-4,(BM) 2025-005803224-001,06/02/2025 17:14:05,"RUA HENRIQUE SEVERINO MACIEL, Nº 276 - CIDADE NOVA - PARACATU",-17.2183449,-46.8908714,O04012 - INCENDIO EM LOTE VAGO (AREA URBANA) (C) (Prioridade: 2 - Média),12BBM/2CIA/2PEL(PARACATU),ABS01089,Não,Não,Não,Desconhecido,Terminada,06/02/2025 19:44:26,Não
2025-37779288-0,(BM) 2025-005802888-001,06/02/2025 17:19:00,"AVENIDA NENE SABINO, Nº 2477 - UNIVERSITARIO - UBERABA",-19.7627107,-47.9622776,V01026 - TRANSPORTE INTER-HOSPITALAR (C) (Prioridade: 2 - Média),8BBM/1CIA/1PEL,UR02107,Não,Não,Não,Desconhecido,Terminada,06/02/2025 18:25:29,Não
